hour,day_of_week,is_holiday,weather,traffic_level,active_orders,available_riders,avg_prep_time_min,zone_id,distance_km,hist_demand_trend,hist_cancel_rate,surge_multiplier,base_delivery_fee,final_delivery_fee,is_peak_hour
11,5,0,Cloudy,1,33,17,16.4,13,6.6,1.769,0.0598,2.125,56.54,120.15,1
18,3,0,Clear,3,29,21,21.3,13,5.6,-1.331,0.1091,1.659,58.57,97.17,1
1,0,1,Clear,4,14,8,11.9,6,6.9,0.396,0.1748,2.018,48.03,96.92,1
1,3,0,Fog,1,8,16,19.4,6,3.1,-1.559,0.2355,1.187,39.38,46.74,0
6,4,0,Cloudy,2,10,21,11.4,10,4.3,0.263,0.1102,1.199,50.84,60.96,0
11,3,1,Clear,2,32,33,20.6,13,4.8,-1.264,0.032,1.499,51.13,76.64,1
16,4,0,Cloudy,2,10,21,20.2,4,2.8,-0.706,0.2135,1.181,33.78,39.89,0
11,3,0,Clear,3,13,13,12.8,5,18.3,-1.051,0.1984,1.488,68.35,101.7,1
10,3,0,Clear,2,27,30,23.2,15,5.8,-0.958,0.2514,1.396,61.76,86.22,0
22,2,0,Rain,3,33,23,12.9,11,3.7,-0.918,0.1275,1.888,46.64,88.06,1
3,4,0,Clear,2,9,24,18.4,8,1.9,0.261,0.0973,1.14,41.42,47.22,0
13,1,0,Clear,5,25,12,18.0,4,3.3,-0.153,0.0813,2.162,38.74,83.76,1
13,3,0,Clear,2,18,19,17.3,5,2.9,-0.355,0.035,1.386,39.41,54.62,0
11,2,0,Rain,3,25,15,11.9,7,5.3,-1.065,0.073,1.996,50.61,101.02,1
19,4,0,Clear,2,34,26,15.9,13,7.6,0.227,0.0363,1.649,59.68,98.41,1
6,6,1,Clear,3,16,19,21.1,10,4.8,-1.161,0.1541,1.493,51.1,76.29,1
22,4,0,Storm,2,20,13,25.3,6,8.4,-0.258,0.1464,2.037,51.33,104.56,1
7,0,0,Cloudy,5,27,16,19.4,13,4.7,0.707,0.1823,1.99,53.78,107.02,1
13,4,0,Clear,3,34,15,19.2,10,4.5,-0.259,0.137,2.22,47.9,106.34,1
12,2,0,Storm,1,46,24,22.7,14,5.6,0.674,0.1758,2.142,56.97,122.03,1
20,0,0,Cloudy,4,30,20,18.8,8,3.3,0.172,0.067,1.857,46.76,86.83,1
10,1,0,Rain,3,30,19,19.4,15,4.2,1.581,0.0848,1.97,57.44,113.16,1
6,6,0,Clear,1,15,34,5.4,11,6.9,-1.303,0.0675,1.186,53.21,63.11,0
0,2,0,Clear,3,12,27,20.1,13,2.3,-0.013,0.0843,1.226,50.16,61.5,0
8,1,0,Clear,1,22,24,17.1,8,2.9,0.005,0.1212,1.295,45.62,59.08,0
19,0,0,Cloudy,3,24,12,17.3,3,2.9,-0.096,0.1664,2.038,36.52,74.43,1
0,4,0,Clear,2,13,19,19.0,8,4.1,3.006,0.1046,1.352,46.48,62.84,0
21,5,0,Cloudy,1,42,26,9.8,13,4.5,0.462,0.0568,1.722,54.96,94.64,1
13,2,0,Clear,3,26,28,20.2,12,1.8,0.003,0.1249,1.331,46.87,62.38,0
3,0,0,Cloudy,2,5,22,15.7,9,6.3,0.646,0.1809,1.156,53.85,62.25,0
7,2,0,Clear,4,14,12,20.5,1,4.4,-1.676,0.208,1.494,35.91,53.65,1
13,4,0,Clear,5,23,9,20.0,6,6.0,-1.826,0.1883,2.487,47.27,117.56,1
7,0,0,Cloudy,2,10,14,18.2,2,5.1,-1.011,0.1605,1.288,38.92,50.13,0
2,1,1,Storm,2,4,15,16.4,5,4.8,0.406,0.0718,1.414,39.01,55.16,1
15,0,1,Fog,1,26,33,12.4,15,4.1,0.401,0.0965,1.462,57.01,83.35,1
16,3,0,Clear,3,21,17,19.9,11,11.1,-0.465,0.2535,1.718,65.24,112.08,1
2,1,0,Cloudy,4,1,10,18.2,2,3.8,-0.873,0.3497,1.21,36.3,43.92,0
6,1,0,Clear,1,17,19,28.8,7,5.9,0.196,0.074,1.281,46.44,59.49,0
5,0,0,Cloudy,2,12,21,24.5,9,6.1,1.13,0.1813,1.246,47.66,59.38,0
15,5,0,Clear,4,17,22,15.3,13,2.4,-0.283,0.0765,1.439,50.13,72.14,1
17,3,0,Storm,3,21,12,17.1,6,4.0,-0.022,0.317,2.146,42.18,90.52,1
17,6,0,Fog,2,33,37,21.0,15,3.7,-1.201,0.1922,1.386,52.15,72.28,0
22,2,1,Clear,2,20,26,18.2,14,7.2,0.444,0.2397,1.421,60.38,85.8,1
18,1,0,Clear,1,26,32,17.2,14,3.2,-0.105,0.065,1.32,52.03,68.68,0
7,1,0,Cloudy,1,15,18,14.6,6,2.4,1.533,0.2893,1.407,38.4,54.03,1
2,6,1,Cloudy,3,12,16,28.3,7,2.1,-1.632,0.3648,1.412,38.73,54.69,1
14,4,0,Rain,1,18,12,25.7,6,5.1,-0.244,0.1095,1.805,44.03,79.47,1
21,2,0,Clear,2,38,38,19.2,14,4.7,-0.46,0.0556,1.393,54.51,75.93,0
23,4,0,Clear,4,14,8,31.5,2,6.5,-0.034,0.4146,2.02,40.88,82.58,1
5,3,0,Rain,1,17,22,23.4,9,10.5,-0.087,0.0741,1.383,60.95,84.29,0
5,0,0,Cloudy,4,11,6,15.8,1,3.8,-0.321,0.1623,2.059,32.24,66.38,1
0,4,0,Rain,2,6,8,19.5,3,12.0,-1.265,0.1122,1.45,53.7,77.86,1
3,0,0,Clear,3,9,9,20.1,1,9.1,1.979,0.222,1.518,45.84,69.59,1
13,1,0,Clear,5,14,9,22.6,2,4.9,0.565,0.1218,1.931,39.1,75.5,1
13,4,1,Clear,3,46,25,17.2,15,5.6,0.235,0.1724,2.146,59.0,126.61,1
8,3,0,Rain,1,18,12,10.2,1,2.2,0.455,0.1347,1.801,34.33,61.83,1
7,1,1,Cloudy,4,31,17,28.0,14,3.5,-0.59,0.0877,2.124,52.18,110.83,1
19,0,0,Clear,3,19,11,14.4,1,5.8,1.559,0.1536,1.984,39.23,77.83,1
11,4,0,Clear,4,22,17,21.7,9,3.2,-0.045,0.3152,1.682,43.79,73.65,1
19,4,0,Storm,2,40,18,22.3,13,2.1,1.432,0.0981,2.441,49.37,120.51,1
23,1,0,Cloudy,2,19,26,11.3,13,4.0,-0.052,0.2209,1.266,51.49,65.19,0
7,2,1,Storm,5,6,5,16.2,2,2.3,-1.131,0.0396,1.972,32.46,64.01,1
4,2,1,Fog,3,11,24,13.8,10,5.7,2.023,0.1435,1.428,50.28,71.8,1
22,6,0,Clear,3,23,26,7.4,14,3.8,-0.488,0.0574,1.439,55.64,80.07,1
15,5,0,Fog,3,23,24,24.6,11,3.5,1.027,0.4452,1.496,51.34,76.8,1
6,1,0,Clear,3,8,11,17.4,5,2.9,0.655,0.158,1.376,39.41,54.23,0
14,3,0,Rain,4,34,12,17.7,8,7.9,-1.639,0.1335,2.5,52.1,130.25,1
12,6,0,Cloudy,2,37,36,13.7,15,1.9,0.481,0.4756,1.448,52.85,76.53,1
21,2,0,Cloudy,5,12,8,11.8,2,7.0,-0.475,0.0917,1.843,39.91,73.55,1
6,0,0,Rain,1,14,16,22.1,7,3.1,0.793,0.2787,1.481,42.15,62.42,1
23,2,0,Clear,3,14,12,27.4,5,6.9,-0.992,0.1523,1.535,47.67,73.17,1
22,4,1,Cloudy,5,10,6,20.3,3,7.2,0.255,0.2907,2.019,44.24,89.32,1
4,6,0,Clear,3,8,25,17.1,7,3.1,1.724,0.2496,1.289,42.91,55.31,0
3,2,0,Clear,3,10,15,19.4,4,4.3,-0.717,0.048,1.339,38.3,51.28,0
12,0,0,Cloudy,5,36,19,14.3,10,1.7,-0.247,0.0868,2.134,41.61,88.8,1
1,1,0,Rain,1,15,18,17.5,4,20.4,-0.003,0.0447,1.497,70.8,105.99,1
7,2,0,Clear,3,12,15,16.7,6,4.9,1.048,0.0917,1.391,42.28,58.81,0
10,0,0,Clear,5,11,10,17.3,3,11.8,-0.85,0.1104,1.666,55.52,92.5,1
23,0,0,Fog,3,10,21,19.4,8,4.2,0.293,0.0766,1.362,46.39,63.18,0
23,4,1,Cloudy,2,17,30,17.3,12,6.7,-0.377,0.203,1.308,58.25,76.19,0
3,5,0,Rain,5,22,14,15.9,11,16.7,0.218,0.3247,2.057,77.31,159.03,1
21,1,0,Clear,4,17,9,22.9,3,8.5,1.797,0.099,2.151,46.01,98.97,1
2,3,0,Cloudy,5,17,15,17.0,8,3.4,1.091,0.015,1.7,44.88,76.3,1
17,4,0,Rain,3,27,20,11.1,8,3.8,-0.715,0.1452,1.806,44.57,80.49,1
20,4,0,Clear,1,33,22,10.5,6,7.2,-0.812,0.126,1.7,49.24,83.71,1
21,6,0,Cloudy,5,24,20,23.6,13,2.1,0.577,0.0385,1.629,50.82,82.79,1
5,6,0,Clear,4,18,19,17.2,10,7.1,0.318,0.1444,1.437,52.35,75.23,1
21,2,0,Clear,3,35,22,16.9,10,5.2,-0.077,0.1482,1.807,51.5,93.06,1
2,6,0,Cloudy,2,17,21,24.1,6,3.3,0.774,0.2153,1.335,43.26,57.75,0
12,0,0,Cloudy,4,41,23,26.7,12,4.4,0.062,0.2082,1.988,54.82,108.98,1
11,6,1,Cloudy,3,39,20,19.7,12,6.1,0.407,0.127,2.134,55.07,117.52,1
7,0,0,Cloudy,1,6,17,21.7,2,6.6,-0.222,0.2497,1.098,39.95,43.87,0
0,0,0,Cloudy,3,24,25,17.5,11,2.8,0.876,0.0408,1.47,46.7,68.65,1
18,0,1,Cloudy,5,37,19,22.8,13,3.0,-1.172,0.1454,2.252,49.61,111.72,1
8,0,0,Clear,3,17,14,14.0,7,2.5,-0.483,0.2722,1.534,40.89,62.73,1
15,3,0,Clear,4,23,17,18.4,9,7.2,-0.076,0.1945,1.724,52.36,90.27,1
9,4,0,Clear,3,37,28,14.5,14,1.7,0.821,0.1409,1.716,52.89,90.76,1
8,5,0,Storm,3,9,7,18.9,1,5.7,1.633,0.1055,1.839,34.55,63.54,1
21,0,0,Clear,3,31,15,16.4,10,1.7,1.45,0.0585,2.18,44.54,97.1,1
2,2,0,Clear,2,22,31,24.3,13,2.1,-1.641,0.0237,1.226,50.71,62.17,0
17,0,0,Cloudy,2,16,4,20.2,4,2.1,0.726,0.1847,2.5,35.98,89.95,1
17,1,1,Rain,4,33,18,18.7,10,8.2,-1.746,0.3595,2.239,54.83,122.76,1
9,5,0,Rain,2,27,26,23.3,9,7.8,-0.584,0.2605,1.535,54.19,83.18,1
6,4,0,Rain,3,7,6,12.0,1,9.6,-1.856,0.0353,1.668,46.85,78.15,1
0,1,1,Clear,1,11,16,22.5,1,3.1,-0.328,0.1062,1.233,32.9,40.57,0
22,2,0,Clear,5,33,25,15.8,12,8.7,-0.523,0.1786,1.786,58.39,104.28,1
22,6,0,Rain,2,34,12,23.6,7,4.5,-0.449,0.1113,2.481,43.72,108.47,1
5,4,0,Storm,3,22,19,16.8,15,11.1,0.007,0.0398,1.761,70.17,123.57,1
0,1,0,Storm,2,26,20,15.0,13,4.5,0.045,0.1126,1.796,52.62,94.51,1
2,6,0,Storm,2,19,20,16.5,10,7.5,1.554,0.1427,1.654,53.35,88.24,1
1,1,0,Clear,2,9,24,24.1,7,13.1,-0.204,0.0247,1.2,60.58,72.7,0
19,2,0,Clear,5,39,19,22.0,13,3.6,-1.348,0.1312,2.143,52.83,113.21,1
21,4,0,Rain,2,23,23,19.2,4,5.8,-0.708,0.1108,1.512,42.49,64.24,1
3,3,0,Cloudy,2,19,26,19.5,13,9.2,0.247,0.0785,1.322,64.49,85.26,0
17,0,0,Clear,2,24,18,25.5,7,8.7,-1.626,0.0638,1.586,52.25,82.87,1
4,5,0,Cloudy,3,32,31,13.2,15,3.6,0.56,0.0477,1.483,55.64,82.51,1
8,1,0,Fog,1,28,23,10.1,10,3.5,1.466,0.1557,1.546,45.16,69.82,1
14,4,0,Clear,3,16,14,22.7,4,2.9,-1.638,0.0584,1.53,35.91,54.94,1
17,2,0,Clear,3,16,20,12.8,9,2.0,-1.031,0.2927,1.325,42.7,56.58,0
20,5,0,Clear,3,41,27,21.6,8,5.4,-1.286,0.2078,1.843,48.99,90.29,1
1,6,0,Clear,1,8,18,14.6,6,6.1,-0.717,0.2151,1.157,47.95,55.48,0
4,5,0,Rain,3,9,12,19.5,6,9.9,1.323,0.0537,1.507,52.47,79.07,1
6,6,0,Rain,1,14,20,9.9,9,5.6,1.301,0.2467,1.396,49.32,68.85,0
7,3,0,Clear,5,20,16,22.7,11,8.4,-1.605,0.2065,1.603,57.6,92.33,1
23,0,0,Storm,4,12,7,11.8,3,5.6,0.52,0.0427,2.215,40.41,89.51,1
18,3,1,Cloudy,1,27,31,19.5,10,9.4,0.121,0.0621,1.424,59.83,85.2,1
7,3,0,Cloudy,3,13,20,17.1,5,3.3,0.387,0.2779,1.344,40.1,53.89,0
23,5,0,Rain,5,19,12,11.0,7,2.4,-0.953,0.1875,2.002,38.63,77.34,1
11,1,0,Storm,2,8,13,23.6,2,7.4,-1.007,0.1291,1.49,42.07,62.68,1
12,4,0,Clear,1,39,23,14.4,14,2.8,-0.171,0.3059,1.841,51.55,94.9,1
10,3,0,Cloudy,3,29,29,16.3,14,6.6,-0.907,0.0729,1.452,57.01,82.78,1
3,4,1,Rain,1,23,28,12.7,14,1.6,0.983,0.327,1.472,48.26,71.04,1
22,2,0,Storm,4,25,9,20.5,7,6.0,0.267,0.4485,2.5,49.0,122.5,1
0,2,1,Rain,5,8,8,18.0,2,8.9,0.021,0.0388,1.722,47.27,81.4,1
4,1,0,Storm,3,7,8,11.8,5,2.6,0.838,0.017,1.625,39.06,63.47,1
5,5,1,Clear,5,12,13,14.8,7,15.2,0.499,0.1163,1.686,65.74,110.84,1
6,0,0,Cloudy,2,8,15,20.2,2,23.1,-1.032,0.1254,1.362,73.89,100.64,0
3,1,0,Clear,5,13,9,19.8,1,4.4,-0.624,0.2294,1.744,33.95,59.21,1
0,2,0,Cloudy,2,11,26,29.1,13,7.2,-1.691,0.1196,1.231,59.05,72.69,0
16,1,0,Rain,5,17,11,17.0,9,2.5,-0.504,0.0578,2.002,41.16,82.4,1
23,6,0,Cloudy,5,18,12,18.1,5,4.6,1.276,0.0742,1.897,40.71,77.23,1
2,2,0,Clear,2,18,21,18.0,13,7.4,0.499,0.214,1.469,59.39,87.24,1
7,1,0,Rain,1,6,14,20.7,6,9.7,-0.121,0.191,1.233,54.16,66.78,0
12,1,0,Clear,2,30,25,18.5,10,2.6,-1.381,0.0218,1.511,45.96,69.45,1
22,1,0,Clear,3,26,28,14.7,15,2.7,-0.677,0.2491,1.349,55.0,74.19,0
16,4,0,Rain,5,18,12,21.6,5,4.0,-0.25,0.2104,1.932,40.52,78.28,1
18,3,0,Rain,3,34,17,22.6,9,5.8,0.264,0.1176,2.154,50.39,108.54,1
13,1,0,Clear,3,37,33,10.1,14,5.1,1.418,0.2514,1.584,56.45,89.42,1
10,6,0,Cloudy,3,14,6,14.8,1,6.2,1.065,0.0859,2.284,37.22,85.01,1
4,4,0,Cloudy,2,13,25,15.2,13,7.6,0.121,0.0778,1.253,57.73,72.34,0
20,2,0,Clear,3,25,15,26.0,5,14.6,-0.337,0.1197,1.902,59.06,112.33,1
19,3,0,Cloudy,2,40,31,16.9,14,3.4,0.552,0.2974,1.645,53.11,87.37,1
0,4,0,Clear,4,16,17,16.6,10,11.2,0.333,0.1215,1.425,63.36,90.29,1
17,1,0,Rain,3,37,19,20.1,12,8.1,-0.375,0.1062,2.189,58.19,127.38,1
2,5,0,Rain,4,3,11,13.2,3,3.9,1.149,0.1299,1.37,38.13,52.24,0
17,1,0,Clear,2,13,8,12.8,2,4.5,-0.712,0.1358,1.925,38.91,74.9,1
19,0,0,Clear,3,26,19,24.0,8,4.5,0.512,0.0834,1.724,45.39,78.25,1
3,3,0,Clear,2,12,21,15.6,9,4.1,-0.377,0.029,1.223,46.56,56.94,0
10,6,0,Fog,2,10,10,15.7,4,5.9,-0.048,0.1679,1.449,41.48,60.1,1
2,5,1,Rain,4,13,13,16.4,9,3.4,1.536,0.2719,1.692,44.97,76.09,1
13,2,0,Rain,3,27,12,22.0,6,5.2,1.134,0.1265,2.294,45.39,104.12,1
22,2,0,Cloudy,1,24,31,25.8,14,7.6,1.531,0.0623,1.395,60.07,83.8,0
1,4,0,Rain,4,15,19,19.6,7,5.1,-0.793,0.1342,1.461,47.45,69.32,1
9,1,0,Cloudy,1,32,32,20.7,13,5.1,0.048,0.1286,1.34,55.66,74.58,0
23,5,0,Clear,3,14,15,20.6,3,2.5,0.57,0.241,1.447,35.38,51.19,1
7,2,0,Cloudy,3,14,12,28.8,4,6.0,0.475,0.107,1.575,44.05,69.38,1
3,1,0,Cloudy,2,16,31,20.3,12,3.7,0.688,0.1635,1.231,51.4,63.27,0
11,0,0,Clear,1,29,28,19.1,12,6.6,0.372,0.045,1.473,57.81,85.15,1
12,4,0,Clear,2,29,22,7.7,11,2.2,-0.078,0.1659,1.594,46.09,73.47,1
15,0,0,Clear,2,13,21,5.4,6,3.9,0.853,0.0983,1.285,42.02,54.0,0
7,5,0,Cloudy,2,20,26,12.4,15,3.4,0.195,0.1618,1.295,56.07,72.61,0
22,6,0,Clear,1,17,13,16.9,6,7.9,-1.475,0.0303,1.594,51.27,81.72,1
12,0,0,Clear,4,19,11,15.1,2,4.6,0.756,0.4271,1.996,36.51,72.87,1
6,0,0,Rain,1,14,30,18.1,14,3.4,-1.43,0.0643,1.263,54.06,68.28,0
23,6,0,Cloudy,2,15,21,25.0,9,12.3,-0.728,0.1693,1.275,63.3,80.71,0
22,0,0,Clear,3,16,7,10.8,2,7.2,0.205,0.1922,2.25,40.39,90.88,1
11,2,0,Storm,1,16,10,14.5,2,1.7,-1.631,0.0932,1.91,32.59,62.25,1
0,6,0,Cloudy,3,8,13,19.7,3,12.3,0.85,0.1047,1.356,54.1,73.36,0
14,0,0,Clear,3,24,22,21.0,12,8.2,-0.319,0.245,1.551,61.6,95.54,1
13,4,0,Clear,4,26,14,17.0,7,1.9,1.053,0.1758,2.101,39.48,82.95,1
3,2,0,Clear,1,8,17,19.4,4,10.1,0.21,0.2771,1.176,50.36,59.22,0
15,3,0,Clear,1,21,26,27.0,7,1.2,0.116,0.43,1.266,39.27,49.72,0
20,6,0,Storm,1,50,17,13.9,10,2.3,-0.469,0.0077,2.5,42.11,105.28,1
2,4,1,Storm,3,18,10,23.3,14,1.1,-0.224,0.2132,2.288,46.74,106.94,1
17,2,0,Cloudy,1,33,26,15.9,13,15.6,0.158,0.0936,1.6,78.01,124.82,1
3,6,0,Clear,3,17,32,21.9,10,8.2,-0.913,0.0863,1.233,53.39,65.83,0
17,4,0,Clear,4,20,12,18.0,2,8.7,0.954,0.0787,1.963,41.23,80.93,1
10,0,1,Rain,3,21,13,16.7,9,4.2,-1.034,0.2187,2.061,48.3,99.55,1
0,2,0,Storm,2,13,18,15.3,13,13.3,0.382,0.1269,1.557,68.67,106.92,1
23,1,0,Cloudy,3,26,23,21.8,11,1.2,-0.217,0.2186,1.497,43.72,65.45,1
3,4,1,Storm,2,17,13,16.1,6,5.2,1.047,0.1719,2.014,44.59,89.8,1
14,6,0,Clear,4,7,13,11.2,1,3.4,0.024,0.1093,1.291,32.44,41.88,0
4,0,0,Cloudy,2,28,33,14.7,15,3.0,0.396,0.0959,1.319,52.2,68.85,0
22,5,0,Clear,4,19,13,16.7,8,5.1,0.3,0.3539,1.814,46.73,84.77,1
17,6,1,Cloudy,5,19,10,8.1,3,6.0,0.784,0.1947,2.209,36.83,81.36,1
19,6,0,Cloudy,2,30,28,19.9,11,3.1,-0.2,0.2323,1.468,48.61,71.36,1
10,4,0,Cloudy,4,13,19,21.5,10,3.2,-0.234,0.107,1.264,45.89,58.0,0
11,2,0,Rain,4,40,26,12.5,13,10.2,0.969,0.3257,2.068,67.24,139.05,1
15,1,1,Clear,3,12,9,9.4,3,2.4,-1.0,0.0506,1.718,31.72,54.49,1
18,6,0,Clear,4,12,12,34.3,1,3.9,-0.423,0.1862,1.463,32.66,47.78,1
20,2,0,Rain,3,73,21,17.0,12,9.9,-0.446,0.1491,2.5,61.67,154.18,1
0,2,0,Cloudy,3,9,15,10.9,4,19.0,-0.318,0.1719,1.303,70.33,91.64,0
15,5,0,Fog,3,22,22,23.0,9,11.0,-0.441,0.1479,1.535,59.69,91.62,1
2,5,0,Rain,5,14,6,16.0,4,10.3,-0.17,0.0083,2.476,52.77,130.66,1
6,5,0,Cloudy,3,7,15,16.2,5,7.2,0.531,0.0617,1.218,47.3,57.61,0
19,6,0,Cloudy,2,31,29,27.4,13,2.6,-0.205,0.1882,1.44,50.97,73.4,1
6,6,0,Rain,3,14,9,27.5,1,5.3,-1.432,0.2758,1.852,38.27,70.88,1
19,1,0,Clear,4,23,14,25.0,6,2.2,-0.979,0.3484,1.849,39.11,72.31,1
11,1,0,Clear,4,18,14,12.8,6,2.9,-0.151,0.0431,1.673,37.64,62.97,1
5,1,0,Clear,1,17,34,12.8,15,8.0,0.46,0.1676,1.157,62.77,72.62,0
8,4,0,Clear,4,24,17,23.8,13,11.3,-1.242,0.2272,1.779,66.95,119.1,1
12,4,0,Rain,3,38,17,13.3,12,11.4,-0.377,0.0636,2.406,64.43,155.02,1
18,6,0,Cloudy,4,25,14,13.9,6,10.3,0.228,0.0069,2.088,53.84,112.42,1
14,5,0,Storm,3,27,11,19.8,13,6.8,0.19,0.0379,2.5,57.04,142.6,1
22,5,0,Storm,2,14,12,12.9,4,3.2,0.228,0.1396,1.728,36.99,63.92,1
20,0,0,Rain,1,42,26,20.7,13,3.5,2.045,0.2941,2.001,51.66,103.37,1
18,4,1,Rain,2,28,16,15.7,10,8.3,-1.546,0.4523,2.032,57.96,117.77,1
14,5,0,Clear,3,20,11,9.9,3,9.5,-0.326,0.0899,2.029,49.96,101.37,1
6,6,0,Clear,1,11,13,21.9,3,4.0,0.924,0.0202,1.417,36.61,51.88,1
9,2,0,Rain,5,11,7,10.9,1,9.7,-2.171,0.1373,2.029,44.1,89.48,1
2,5,0,Clear,2,17,33,15.8,15,6.1,0.634,0.3339,1.223,59.0,72.16,0
8,2,1,Clear,1,20,23,14.5,9,2.0,2.002,0.1076,1.583,41.16,65.16,1
22,1,0,Fog,4,10,12,8.4,2,5.4,-0.005,0.1508,1.456,36.39,52.98,1
10,2,0,Rain,2,13,12,16.0,2,9.1,0.145,0.0558,1.593,50.84,80.99,1
2,1,1,Clear,1,5,9,12.1,3,2.9,-1.078,0.2197,1.256,37.84,47.53,0
15,6,0,Rain,1,13,32,20.4,9,2.2,1.6,0.0484,1.261,43.17,54.44,0
23,1,0,Rain,3,12,9,20.5,1,6.6,1.955,0.1291,1.964,38.35,75.32,1
20,0,0,Storm,2,27,10,19.5,4,1.3,-0.019,0.1152,2.5,34.41,86.02,1
6,4,0,Rain,4,20,22,14.7,15,6.5,-0.886,0.2709,1.64,59.7,97.91,1
10,4,0,Clear,3,34,25,13.9,15,1.6,-0.661,0.1414,1.606,50.73,81.47,1
12,3,0,Rain,2,41,33,18.0,13,3.6,1.759,0.0709,1.787,52.95,94.62,1
5,1,1,Rain,3,20,17,14.6,7,3.0,-0.467,0.0954,1.669,38.75,64.67,1
6,3,0,Cloudy,5,11,12,18.9,6,5.6,2.029,0.0139,1.657,46.88,77.68,1
5,6,0,Rain,4,12,14,24.0,10,2.7,-0.047,0.0351,1.47,45.4,66.74,1
23,0,0,Cloudy,1,12,15,20.1,2,2.4,-0.891,0.258,1.232,34.02,41.91,0
17,5,0,Fog,4,34,19,14.6,9,8.7,0.286,0.1376,2.101,56.09,117.85,1
20,0,0,Fog,2,25,14,14.9,2,3.3,-0.26,0.1508,1.98,33.12,65.58,1
19,1,0,Clear,2,42,34,12.0,14,1.8,0.967,0.2738,1.59,47.58,75.65,1
23,6,0,Cloudy,3,19,13,12.5,4,4.7,1.137,0.3662,1.754,40.71,71.41,1
2,2,0,Clear,4,13,29,19.6,13,5.0,-1.99,0.0518,1.339,54.83,73.42,0
21,3,0,Clear,3,20,19,25.2,2,6.5,1.094,0.108,1.5,42.34,63.51,1
1,2,1,Clear,3,11,31,36.7,12,7.4,-0.911,0.2459,1.318,56.49,74.45,0
11,4,0,Cloudy,2,26,35,21.4,15,5.9,-0.993,0.1124,1.212,59.0,71.51,0
14,2,0,Clear,2,24,15,8.9,5,7.5,-0.544,0.2599,1.762,46.96,82.74,1
8,3,0,Rain,5,15,7,22.4,3,12.7,0.794,0.0761,2.46,54.66,134.46,1
3,5,0,Clear,3,5,17,17.7,6,9.5,0.29,0.0487,1.248,53.84,67.19,0
4,3,0,Clear,4,15,23,19.0,8,7.8,-0.417,0.3189,1.35,51.66,69.74,0
19,3,0,Clear,1,18,22,18.8,6,11.4,-2.238,0.1318,1.284,57.2,73.44,0
7,5,0,Clear,1,6,9,31.9,3,17.8,1.648,0.1364,1.374,65.24,89.64,0
7,2,0,Clear,1,15,32,21.2,6,5.1,0.394,0.0807,1.155,45.82,52.92,0
22,5,1,Storm,4,41,15,16.1,12,7.3,1.14,0.2765,2.5,56.6,141.5,1
3,5,0,Cloudy,1,16,35,9.2,14,5.7,0.219,0.0567,1.193,58.84,70.2,0
21,6,0,Storm,3,45,16,20.2,14,4.1,-0.595,0.2262,2.5,56.03,140.07,1
22,3,0,Clear,2,17,20,15.6,8,4.5,-0.171,0.0955,1.321,43.61,57.61,0
14,3,0,Clear,1,23,13,22.2,7,5.1,0.111,0.0888,1.913,47.14,90.18,1
3,0,0,Rain,3,15,18,17.6,10,3.3,-0.631,0.1033,1.5,47.11,70.66,1
3,0,0,Cloudy,3,12,27,7.5,9,9.3,-1.336,0.0776,1.225,59.25,72.58,0
6,0,0,Clear,4,14,9,19.4,4,4.1,0.299,0.0434,1.873,35.36,66.23,1
13,4,0,Clear,4,39,24,13.0,15,4.7,2.338,0.2717,1.958,60.39,118.24,1
3,2,0,Storm,2,21,17,19.1,15,9.3,-0.243,0.2852,1.799,67.31,121.09,1
10,2,0,Clear,1,15,28,21.1,9,8.6,0.398,0.1486,1.171,56.52,66.18,0
2,4,0,Cloudy,3,15,25,19.0,15,7.3,0.9,0.085,1.179,63.88,75.31,0
12,2,0,Storm,2,33,12,20.9,5,3.5,-1.138,0.166,2.5,37.96,94.9,1
0,0,0,Rain,2,8,20,24.0,10,9.2,-0.16,0.0788,1.322,58.83,77.77,0
17,3,0,Rain,3,38,20,19.2,13,3.3,1.09,0.0828,2.219,52.19,115.81,1
1,3,0,Cloudy,3,21,28,12.8,14,8.4,-0.588,0.0995,1.387,62.98,87.35,0
4,0,0,Rain,2,13,19,16.3,9,3.5,-0.727,0.0599,1.356,48.46,65.71,0
4,1,0,Cloudy,4,19,19,19.2,13,4.4,0.502,0.1538,1.547,55.77,86.28,1
19,1,0,Clear,1,33,30,20.6,9,5.3,-0.503,0.273,1.462,45.03,65.83,1
1,4,0,Cloudy,4,5,6,13.0,2,5.2,1.448,0.085,1.447,37.63,54.45,1
10,1,0,Storm,1,19,24,18.3,11,5.1,2.189,0.1043,1.626,49.93,81.19,1
14,0,0,Clear,3,32,26,23.6,15,7.1,0.369,0.0775,1.623,62.17,100.9,1
12,1,0,Cloudy,3,24,19,19.5,8,7.6,-1.623,0.0102,1.628,55.55,90.44,1
16,3,0,Cloudy,2,15,11,14.0,5,1.7,-0.288,0.2244,1.636,34.62,56.64,1
19,5,0,Rain,1,20,12,23.2,1,7.1,0.392,0.1328,1.909,42.28,80.71,1
9,0,0,Cloudy,4,20,10,17.6,4,3.1,-0.549,0.0887,2.126,34.23,72.77,1
19,6,0,Cloudy,4,32,11,14.4,7,4.4,2.184,0.1008,2.5,44.71,111.78,1
7,2,0,Clear,2,25,34,16.9,15,3.7,0.898,0.2005,1.321,54.58,72.1,0
